#Types Before Cut: 41421
#Types After Cut: 28054
#Search Hits: 0
822	51	21.718	hiding
823	333	21.715	whoa
824	23	21.616	weh
825	138	21.476	snow
826	107	21.445	loving
827	70	21.439	legendary
828	9	21.431	appalled
829	9	21.431	augh
830	9	21.431	bomaye
831	9	21.431	hydroplaning
832	9	21.431	lucid
833	9	21.431	opp
834	9	21.431	technicians
835	9	21.431	thatâ
836	9	21.431	uuuuuuup
837	38	21.380	satellite
838	63	21.369	talks
839	7	21.343	baaaad
840	7	21.343	berkin
841	7	21.343	bool
842	7	21.343	cooly
843	7	21.343	ebt
844	7	21.343	fantasea
845	7	21.343	fuckboy
846	7	21.343	glang
847	7	21.343	grigio
848	7	21.343	hunit
849	7	21.343	looow
850	7	21.343	percs
851	7	21.343	semicolon
852	7	21.343	truk
853	7	21.343	twon
854	7	21.343	unapologetic
855	7	21.343	yeezus
856	21	21.272	anaconda
857	21	21.272	repertoire
858	109	21.259	friday
859	35	21.235	prom
860	577	21.232	gave
861	32	21.216	duffle
862	14	21.198	cellphone
863	117	21.183	drank
864	17	21.150	bueno
865	17	21.150	followers
866	17	21.150	nigguh
867	2493	21.149	had
868	656	21.139	free
869	64	21.116	wah
870	41	20.986	jordans
871	1239	20.979	came
872	124	20.968	ray
873	26	20.871	chauffeur
874	22	20.867	endorse
875	22	20.867	ferraris
876	140	20.864	freaks
877	159	20.841	boat
878	13	20.823	hotline
879	13	20.823	saks
880	13	20.823	stalling
881	4152	20.771	then
882	44	20.730	ham
883	10	20.659	ces
884	10	20.659	dela
885	10	20.659	dida
886	10	20.659	errt
887	10	20.659	experimental
888	10	20.659	rager
889	10	20.659	rotating
890	28	20.614	polar
891	12	20.558	lambos
892	12	20.558	texting
893	23	20.549	couches
894	16	20.533	ramen
895	11	20.464	bothering
896	11	20.464	cliché
897	33	20.458	lions
898	108	20.450	pill
899	243	20.440	bars
900	58	20.432	loyalty
901	18	20.395	threesome
902	177	20.376	lame
903	41	20.370	campaign
904	83	20.299	porsche
905	142	20.278	booth
906	746	20.185	enough
907	98	20.158	throne
908	21	20.121	patrón
909	73	20.051	ima
910	47	20.036	denim
911	65	20.026	danny
912	43	20.022	shitted
913	53	20.004	ayy
914	37	19.979	winners
915	15	19.944	afterwards
916	15	19.944	debit
917	15	19.944	surfin
918	180	19.899	lonely
919	184	19.836	yup
920	19	19.820	bougie
921	760	19.796	nothing
922	22	19.791	lifting
923	218	19.745	harder
924	45	19.737	porn
925	32	19.705	honda
926	31	19.691	marathon
927	73	19.669	drown
928	311	19.663	turned
929	76	19.549	buying
930	23	19.535	ryan
931	881	19.516	light
932	150	19.509	lotta
933	14428	19.488	all
934	14	19.391	penalties
935	14	19.391	preposterous
936	14	19.391	zo
937	925	19.354	hate
938	24	19.337	sta
939	57	19.334	prolly
940	42	19.316	motor
941	2501	19.278	too
942	476	19.273	million
943	101	19.268	belt
944	67	19.209	rare
945	25	19.189	bap
946	140	19.147	card
947	18	19.102	tornado
948	514	19.089	homie
949	574	19.065	air
950	21	19.035	blocking
951	21	19.035	lupe
952	33	19.034	driveway
953	50	18.992	pilot
954	80	18.967	grandma
955	28	18.958	impatient
956	29	18.936	tut
957	13	18.885	ortiz
958	159	18.819	coupe
959	93	18.786	bop
960	22	18.772	pics
961	22	18.772	vvs
962	582	18.742	maybe
963	37	18.711	palace
964	235	18.693	tomorrow
965	19	18.636	moolah
966	98	18.633	breaking
967	41	18.613	swimming
968	8	18.604	clancy
969	8	18.604	condolences
970	8	18.604	gnashing
971	8	18.604	hunnids
972	8	18.604	raris
973	653	18.554	inside
974	152	18.547	calling
975	44	18.507	paparazzi
976	40	18.478	addiction
977	24	18.421	honk
978	15	18.400	monroe
979	72	18.347	patron
980	77	18.334	actually
981	70	18.297	anymore
982	6	18.294	amok
983	6	18.294	aventador
984	6	18.294	beca
985	6	18.294	bugattis
986	6	18.294	camping
987	6	18.294	claustroflowbic
988	6	18.294	dhabi
989	6	18.294	disappoint
990	6	18.294	doms
991	6	18.294	earregular
992	6	18.294	gyah
993	6	18.294	jodye
994	6	18.294	kadoosh
995	6	18.294	klusterfuk
996	6	18.294	krit
997	6	18.294	lituation
998	6	18.294	ludaversal
999	6	18.294	matte
1000	6	18.294	norway
1001	6	18.294	ooooohhhhh
1002	6	18.294	plumes
1003	6	18.294	shiiiiine
1004	6	18.294	singleeee
1005	6	18.294	slatt
1006	6	18.294	sls
1007	6	18.294	smoken
1008	6	18.294	switchup
1009	6	18.294	tadoe
1010	6	18.294	tumblr
1011	6	18.294	tuuuurns
1012	6	18.294	waadinka
1013	6	18.294	xans
1014	6	18.294	yeaaaaaaah
1015	6	18.294	yutes
1016	20	18.280	floyd
1017	92	18.267	numb
1018	127	18.210	pink
1019	1446	18.197	same
1020	28	18.177	trophy
1021	81	18.162	sleeping
1022	11	18.106	boner
1023	11	18.106	drumma
1024	37	18.103	luggage
1025	9	17.992	anomaly
1026	9	17.992	fiya
1027	9	17.992	madoff
1028	9	17.992	outgrew
1029	9	17.992	tarantino
1030	9	17.992	vegan
1031	52	17.939	khaled
1032	7521	17.928	shit
1033	10	17.918	beginnings
1034	10	17.918	fredo
1035	10	17.918	gr
1036	10	17.918	hunned
1037	10	17.918	migo
1038	10	17.918	mitzvah
1039	10	17.918	ym
1040	35	17.884	runway
1041	73	17.841	mountain
1042	145	17.837	bro
1043	60	17.789	rack
1044	82	17.718	prayin
1045	32	17.617	cunt
1046	86	17.613	demons
1047	548	17.563	room
1048	824	17.527	nobody
1049	78	17.526	liar
1050	94	17.494	ticket
1051	25	17.475	ipod
1052	165	17.453	somewhere
1053	28	17.426	bros
1054	79	17.408	lames
1055	62	17.400	syrup
1056	74	17.355	ch
1057	46	17.316	err
1058	46	17.316	sub
1059	127	17.243	faith
1060	39	17.216	moments
1061	55	17.204	mars
1062	81	17.184	sean
1063	13	17.177	foreigns
1064	13	17.177	kidd
1065	13	17.177	ollie
1066	42	17.142	logo
1067	100	17.052	yesterday
1068	21	17.038	cabin
1069	21	17.038	nun
1070	15	16.996	accountant
1071	15	16.996	gush
1072	15	16.996	phantoms
1073	67	16.937	blessings
1074	117	16.914	pretend
1075	729	16.909	king
1076	501	16.897	miss
1077	31	16.881	jeweler
1078	61	16.807	giant
1079	36	16.803	options
1080	43	16.798	dedication
1081	23	16.780	nooo
1082	57	16.778	ad
1083	18	16.774	donnie
1084	18	16.774	lambs
1085	48	16.735	based
1086	71	16.722	bath
1087	24	16.711	dessert
1088	77	16.657	french
1089	77	16.657	lighter
1090	131	16.648	wings
1091	12	16.620	cleopatra
1092	12	16.620	goooooo
1093	125	16.606	isn
1094	153	16.604	owe
1095	543	16.561	drink
1096	38	16.521	rything
1097	138	16.465	sitting
1098	33	16.440	feature
1099	16	16.435	trapping
1100	324	16.393	killin
1101	37	16.375	egg
1102	32	16.333	awkward
1103	14	16.317	texts
1104	72	16.255	mothafuckin
1105	453	16.237	ridin
1106	92	16.212	burning
1107	131	16.197	list
1108	89	16.150	movies
1109	39	16.141	almighty
1110	11	16.120	skater
1111	35	16.097	meditate
1112	103	16.069	plug
1113	29	16.069	tokyo
1114	7414	16.058	do
1115	128	16.054	jewelry
1116	17	16.025	everythings
1117	28	16.004	active
1118	53	15.972	tiger
1119	23	15.946	ahhhhhh
1120	143	15.936	pot
1121	828	15.846	car
1122	37	15.830	coupes
1123	603	15.826	lord
1124	7	15.806	entendre
1125	7	15.806	garfield
1126	7	15.806	honks
1127	7	15.806	kiv
1128	7	15.806	kors
1129	7	15.806	monaco
1130	7	15.806	otf
1131	7	15.806	tk
1132	7	15.806	vacay
1133	7	15.806	workaholic
1134	52	15.772	onto
1135	54	15.768	weigh
1136	32	15.722	cloth
1137	10	15.703	chuckin
1138	10	15.703	delusional
1139	10	15.703	exes
1140	10	15.703	fiji
1141	10	15.703	saddest
1142	13	15.656	brrr
1143	13	15.656	crucify
1144	13	15.656	goonies
1145	13	15.656	woes
1146	127	15.632	flyin
1147	137	15.624	view
1148	35	15.535	faithful
1149	19	15.506	mediocre
1150	99	15.503	sober
1151	70	15.500	karma
1152	1129	15.498	roll
1153	95	15.466	regular
1154	58	15.426	praying
1155	9	15.419	dooooooo
1156	9	15.419	gillahouse
1157	9	15.419	knooow
1158	9	15.419	sleaze
